resource,horizon,variant,n_feat,rmse,skill,naive,delta_vs_all,pruned_features
aluminium,7,PRUNED,30,86.25433015319327,1.4485671166799858,59.54458661941887,6.386146400100799,"[""cement_vol_21"", ""own_usd_deflated"", ""copper_ret_21"", ""own_vol_3"", ""own_max_5"", ""relmom_own_copper_21"", ""own_ret_1"", ""own_lag_2"", ""own_mom_30"", ""own_max_3"", ""coal_ret_3m"", ""own_lag_3"", ""ratio_own_copper"", ""own_z_60"", ""own_max_14"", ""copper_ret_5"", ""relmom_own_oil_21"", ""oil_ret_5"", ""relmom_own_steel_21"", ""cement_z_21"", ""own_lag_1"", ""ratio_own_cement_z21"", ""own_z_21"", ""own_rsi_7"", ""own_vol_21"", ""own_std_3"", ""own_max_7"", ""own_ret_lag_14"", ""oil_vol_21"", ""own_rsi_14""]"
aluminium,14,ALL,229,121.32250979243675,1.532886929230315,79.14641809448695,,
aluminium,14,minus_own_lags,196,120.55220696238541,1.5231542988902822,79.14641809448695,-0.7703028300513353,
aluminium,14,minus_own_rolling,172,91.96847360630265,1.1620042425231223,79.14641809448695,-29.354036186134095,
aluminium,14,minus_own_momentum,200,115.08059560710937,1.4540215258980302,79.14641809448695,-6.241914185327374,
aluminium,14,minus_calendar,223,121.27222822030319,1.5322516310911938,79.14641809448695,-0.05028157213355655,
aluminium,14,minus_cross_resource,164,125.60797415160704,1.5870329596173656,79.14641809448695,4.285464359170291,
aluminium,14,minus_fx,221,121.43982790952552,1.5343692214162825,79.14641809448695,0.1173181170887716,
aluminium,14,minus_external_macro,198,124.07032622928853,1.5676050693939214,79.14641809448695,2.747816436851778,
aluminium,14,PRUNED,30,133.57279435480095,1.6876669541170954,79.14641809448695,12.2502845623642,"[""own_min_45"", ""own_min_3"", ""own_usd_deflated"", ""cement_ret_5"", ""own_mean_3"", ""steel_z_21"", ""own_mean_5"", ""own_min_60"", ""copper_ret_21"", ""own_mean_60"", ""own_rsi_14"", ""relmom_own_copper_21"", ""own_std_30"", ""dom"", ""copper_ret_5"", ""oil_vol_21"", ""steel_ret_21"", ""own_max_14"", ""iron_ore_ret_1m"", ""own_z_7"", ""own_ret_lag_30"", ""own_min_7"", ""copper_lag_3"", ""own_vol_3"", ""own_mom_3"", ""steel_vol_7"", ""own_lag_3"", ""own_rsi_7"", ""own_logret_lag_30"", ""oil_ret_21""]"
aluminium,21,ALL,229,153.79812035359555,1.6045113922223722,95.85355460803135,,
aluminium,21,minus_own_lags,196,148.1066286855207,1.545134442756609,95.85355460803135,-5.69149166807486,
aluminium,21,minus_own_rolling,172,117.15102051360564,1.222187544245645,95.85355460803135,-36.647099839989906,
aluminium,21,minus_own_momentum,200,145.19092495962389,1.5147161266303073,95.85355460803135,-8.607195393971665,
aluminium,21,minus_calendar,223,151.67833520713657,1.5823965613730906,95.85355460803135,-2.1197851464589803,
aluminium,21,minus_cross_resource,164,158.65999958135487,1.6552333424686696,95.85355460803135,4.861879227759317,
aluminium,21,minus_fx,221,153.10606951084054,1.5972915155512881,95.85355460803135,-0.6920508427550089,
aluminium,21,minus_external_macro,198,159.22584999954046,1.6611366229521058,95.85355460803135,5.427729645944908,
aluminium,21,PRUNED,30,118.76479628888276,1.2390233911985955,95.85355460803135,-35.03332406471279,"[""own_usd_deflated"", ""own_max_45"", ""ratio_own_copper"", ""own_ret_lag_1"", ""steel_z_21"", ""own_z_3"", ""own_ret_lag_14"", ""own_mean_21"", ""usd_ret_21"", ""own_z_14"", ""own_vol_ratio"", ""iron_ore_level"", ""own_std_14"", ""own_ret_lag_7"", ""copper_vol_7"", ""own_lag_45"", ""own_ret_lag_60"", ""copper_lag_14"", ""own_logret_lag_45"", ""own_logret_lag_60"", ""own_rsi_7"", ""steel_ret_21"", ""steel_vol_7"", ""cbe_days_since_change"", ""own_range_45"", ""usd_level"", ""own_logret_lag_30"", ""own_max_14"", ""natgas_dev_12m"", ""own_logret_lag_14""]"
copper,1,ALL,229,0.0872142258572356,1.0637875760610644,0.08198462533297085,,
copper,1,minus_own_lags,196,0.08839313326692741,1.0781671918110154,0.08198462533297085,0.001178907409691815,
copper,1,minus_own_rolling,172,0.08788697408667412,1.0719933613129484,0.08198462533297085,0.0006727482294385245,
copper,1,minus_own_momentum,200,0.08656932029873801,1.055921399251957,0.08198462533297085,-0.0006449055584975827,
copper,1,minus_calendar,223,0.08793609152240386,1.0725924667614426,0.08198462533297085,0.0007218656651682698,
copper,1,minus_cross_resource,164,0.08935303849626174,1.0898755484136806,0.08198462533297085,0.0021388126390261414,
copper,1,minus_fx,221,0.08712333282209345,1.0626789165438317,0.08198462533297085,-9.089303514214775e-05,
copper,1,minus_external_macro,198,0.08698233076260009,1.0609590567662126,0.08198462533297085,-0.00023189509463550362,
copper,1,PRUNED,30,0.08362889062898689,1.0200557761816689,0.08198462533297085,-0.0035853352282487067,"[""own_std_60"", ""oil_z_7"", ""cement_z_21"", ""steel_ret_21"", ""own_vol_60"", ""ratio_own_steel_z21"", ""cement_z_7"", ""own_ret_1"", ""own_ret_lag_60"", ""cement_ret_21"", ""steel_ret_1"", ""steel_vol_21"", ""own_macd_hist"", ""cement_ret_1"", ""cement_vol_21"", ""own_ret_lag_7"", ""own_range_60"", ""own_z_45"", ""own_ret_lag_5"", ""own_mom_45"", ""aluminium_lag_14"", ""own_lag_2"", ""own_mom_30"", ""own_logret_lag_60"", ""own_ret_lag_10"", ""own_mom_60"", ""own_ret_30"", ""own_logret_lag_10"", ""own_vol_45"", ""own_range_30""]"
copper,3,ALL,229,0.17727009001428934,1.0889093723342067,0.1627959998491792,,
copper,3,minus_own_lags,196,0.1712273385771963,1.0517908224761556,0.1627959998491792,-0.006042751437093041,
copper,3,minus_own_rolling,172,0.17346747018927652,1.065551182768519,0.1627959998491792,-0.003802619825012815,
copper,3,minus_own_momentum,200,0.20051248118120107,1.2316794108391111,0.1627959998491792,0.023242391166911736,
copper,3,minus_calendar,223,0.17594954334923835,1.0807977070213342,0.1627959998491792,-0.0013205466650509923,
copper,3,minus_cross_resource,164,0.18458041689099972,1.133814203432532,0.1627959998491792,0.007310326876710377,
copper,3,minus_fx,221,0.17347014385294018,1.0655676061675345,0.1627959998491792,-0.0037999461613491547,
copper,3,minus_external_macro,198,0.17860618582531915,1.097116550718612,0.1627959998491792,0.0013360958110298082,
copper,3,PRUNED,30,0.1739631803842437,1.0685961605040064,0.1627959998491792,-0.0033069096300456513,"[""own_std_60"", ""own_dist_low_21"", ""cement_z_7"", ""own_std_14"", ""aluminium_z_21"", ""own_mom_14"", ""own_vol_5"", ""aluminium_z_7"", ""relmom_own_oil_21"", ""steel_vol_7"", ""cement_vol_7"", ""ratio_own_oil_z21"", ""own_mom_21"", ""oil_ret_5"", ""own_macd_hist"", ""own_vol_45"", ""own_ret_30"", ""own_vol_14"", ""own_ret_lag_2"", ""own_ret_lag_1"", ""own_min_45"", ""own_rsi_7"", ""own_accel"", ""own_ret_14"", ""ratio_own_aluminium"", ""aluminium_ret_5"", ""own_std_21"", ""own_max_7"", ""relmom_own_cement_21"", ""coal_egp""]"
copper,7,ALL,229,0.31209493486752204,1.3324984507862725,0.23421785945294193,,
copper,7,minus_own_lags,196,0.3072842444747664,1.3119590674788173,0.23421785945294193,-0.004810690392755668,
copper,7,minus_own_rolling,172,0.291058186501194,1.24268143847362,0.23421785945294193,-0.021036748366328017,
copper,7,minus_own_momentum,200,0.314813039655352,1.3441034786615105,0.23421785945294193,0.002718104787829967,
copper,7,minus_calendar,223,0.3110614891237442,1.328086123962897,0.23421785945294193,-0.0010334457437778388,
copper,7,minus_cross_resource,164,0.30534821617414043,1.3036931380354013,0.23421785945294193,-0.006746718693381615,
copper,7,minus_fx,221,0.30602686481023833,1.3065906482324587,0.23421785945294193,-0.006068070057283714,
copper,7,minus_external_macro,198,0.2991168071940429,1.2770879551742302,0.23421785945294193,-0.012978127673479167,
copper,7,PRUNED,30,0.30930021393019863,1.320566308020341,0.23421785945294193,-0.002794720937323414,"[""own_vol_14"", ""own_vol_60"", ""dom"", ""coal_ret_3m"", ""cement_ret_1"", ""ratio_own_aluminium_z21"", ""own_mean_30"", ""own_range_30"", ""usd_spread_rel"", ""own_mom_3"", ""coal_egp"", ""own_ret_lag_30"", ""aluminium_vol_7"", ""own_vol_7"", ""iron_ore_ret_3m"", ""own_ret_lag_21"", ""own_range_14"", ""aluminium_lag_1"", ""own_max_3"", ""own_ret_lag_60"", ""ratio_own_steel_z21"", ""oil_ret_5"", ""cement_ret_21"", ""own_dist_low_7"", ""own_ret_1"", ""own_dist_high_21"", ""own_z_3"", ""gap_roll_mean_5"", ""own_macd_hist"", ""own_ret_lag_2""]"
copper,14,ALL,229,0.37865991440538693,1.172846399637384,0.32285550309269784,,
copper,14,minus_own_lags,196,0.36773443409935813,1.1390062445173026,0.32285550309269784,-0.0109254803060288,
copper,14,minus_own_rolling,172,0.3626612633259052,1.1232928039073207,0.32285550309269784,-0.01599865107948173,
copper,14,minus_own_momentum,200,0.4031427559715993,1.2486785949436008,0.32285550309269784,0.024482841566212388,
copper,14,minus_calendar,223,0.3850438542344506,1.192619765021931,0.32285550309269784,0.006383939829063656,
copper,14,minus_cross_resource,164,0.3812942178306445,1.181005787970626,0.32285550309269784,0.002634303425257556,
copper,14,minus_fx,221,0.36649384621337144,1.1351636961509193,0.32285550309269784,-0.012166068192015489,
copper,14,minus_external_macro,198,0.3760343376050522,1.1647140408106524,0.32285550309269784,-0.0026255768003347058,
copper,14,PRUNED,30,0.36432963114844585,1.1284603411075822,0.32285550309269784,-0.014330283256941079,"[""oil_vol_7"", ""own_dist_low_21"", ""own_vol_45"", ""own_std_7"", ""own_rsi_14"", ""own_usd_deflated"", ""dom"", ""ratio_own_cement"", ""iron_ore_ret_1m"", ""own_ret_lag_30"", ""own_vol_5"", ""own_ret_lag_60"", ""aluminium_vol_21"", ""own_vol_ratio"", ""aluminium_ret_21"", ""relmom_own_aluminium_21"", ""usd_ret_5"", ""coal_ret_3m"", ""natgas_ret_1m"", ""month"", ""own_std_60"", ""aluminium_lag_1"", ""ratio_own_aluminium_z21"", ""steel_lag_5"", ""own_macd_hist"", ""own_ret_lag_7"", ""own_std_14"", ""cement_z_7"", ""own_min_21"", ""own_mom_5""]"
copper,21,ALL,229,0.4648677688470318,1.2864929257860225,0.36134498645844204,,
copper,21,minus_own_lags,196,0.451966602287436,1.2507897417290341,0.36134498645844204,-0.012901166559595778,
copper,21,minus_own_rolling,172,0.4116049181470811,1.1390912661643346,0.36134498645844204,-0.05326285069995068,
copper,21,minus_own_momentum,200,0.47795081950542234,1.3226994628868085,0.36134498645844204,0.01308305065839055,
copper,21,minus_calendar,223,0.4634323632067564,1.2825205290624817,0.36134498645844204,-0.001435405640275389,
copper,21,minus_cross_resource,164,0.4509450106767279,1.2479625498514857,0.36134498645844204,-0.013922758170303917,
copper,21,minus_fx,221,0.4632464946372507,1.282006149241338,0.36134498645844204,-0.0016212742097810873,
copper,21,minus_external_macro,198,0.46727102773378626,1.2931437967730781,0.36134498645844204,0.002403258886754467,
copper,21,PRUNED,30,0.34921697774082405,0.9664364826630497,0.36134498645844204,-0.11565079110620774,"[""own_vol_45"", ""iron_ore_ret_1m"", ""natgas_mom_12m"", ""own_dist_low_60"", ""coal_ret_3m"", ""oil_vol_7"", ""own_dist_mean_60"", ""own_mom_45"", ""ratio_own_cement"", ""own_range_45"", ""own_std_45"", ""relmom_own_oil_21"", ""natgas_ret_3m"", ""aluminium_ret_21"", ""oil_ret_21"", ""own_std_60"", ""own_rsi_7"", ""own_logret_lag_7"", ""usd_ret_5"", ""own_range_7"", ""own_ret_lag_1"", ""egp_depreciation_ret_21"", ""own_min_3"", ""own_min_30"", ""month"", ""own_min_5"", ""own_std_30"", ""steel_lag_1"", ""steel_lag_5"", ""own_vol_ratio""]"
